"region_id","min_absolute_no2","min_relative_no2","min_absolute_o3","min_relative_o3","min_absolute_pm10","min_relative_pm10","min_absolute_pm25","min_relative_pm25","min_relative_traffic_mapbox","min_relative_traffic_apple","min_relative_traffic_tomtom","avg_absolute_no2","avg_relative_no2","avg_absolute_o3","avg_relative_o3","avg_absolute_pm10","avg_relative_pm10","avg_absolute_pm25","avg_relative_pm25","avg_relative_traffic_mapbox","avg_relative_traffic_apple","avg_relative_traffic_tomtom"
"cambridge",-21.9093745771203,-0.886605305012795,,,,,,,,,,-10.3723132230581,-0.467317729619643,,,,,,,,,
"portsmouth",-21.0645147772338,-0.961460563825767,,,-17.6299201090469,-0.629413387586637,,,-0.720725942687104,-0.801,-0.806451612903226,-9.2751525009615,-0.439068238432694,,,-0.615063661465795,-0.0328696124275633,,,-0.540399440563028,-0.543160119047619,-0.593677738867009
"oxford",-24.1469829359706,-0.744059559022828,,,-10.4309196545034,-0.482833093042494,-7.26212555787547,-0.475575382402324,,,,-12.3553148242656,-0.435438163701293,,,-0.208123269335523,-0.00989942766823679,0.0563404861608287,0.0282590140643931,,,
"doncaster",-26.4703528338655,-0.893960526850078,,,,,,,,,,-12.9169892818052,-0.433257676374477,,,,,,,,,
"cardiff",-20.9728022407351,-0.802693965977685,-38.0583966397121,-0.396373263917785,-11.1105436326505,-0.478087547655634,-8.18007977543811,-0.520998744635422,-0.716637183291486,-0.8932,-0.818181818181818,-8.8325172264537,-0.412352879633538,7.98554207195705,0.220828170992866,1.12695626728459,0.0517681456778969,1.35973934283782,0.10832591099667,-0.568262540437154,-0.731925595238095,-0.667733030727714
"luton",-38.9562441468448,-0.717159911405502,,,,,,,-0.828579822495581,,,-18.0106301742988,-0.370026044030449,,,,,,,-0.671239760266476,,
"exeter",-27.3738595498862,-0.648166446641032,-16.0009415754587,-0.287517255589564,,,,,,,,-13.423755019222,-0.369558467236133,6.4014622385749,0.178107435971381,,,,,,,
"sheffield",-22.5575716312007,-0.674267414607365,-18.2670610624872,-0.198735908269732,-18.8717526071187,-0.552068878454149,-15.665958680605,-0.507822696867041,,-0.8799,-0.852941176470588,-10.2195075891568,-0.353285754181853,4.92100023808609,0.115476107919318,-3.54964799644625,-0.122127988577756,-2.32859777521598,-0.114355701288645,,-0.609813095238095,-0.637311447520018
"chatham",-20.3162694956743,-0.782956139895733,,,-16.9830540026868,-0.557733628345112,-15.9001732427187,-0.637004736597119,-0.743394038691789,,,-7.47851855189161,-0.352698121852793,,,-0.763334029438056,-0.0438904340445065,0.895550880579852,0.0610375759193835,-0.528890202324636,,
"newport",-18.1007260424294,-0.980496450748667,,,-14.1925353923732,-0.619953220832373,-10.9504801656158,-0.657836011097908,-0.772289329630265,,,-6.69305097364608,-0.346115516655354,,,0.895519869144988,0.0343822247675124,1.42912679980588,0.122472932511533,-0.53177904912829,,
"belfast",-26.6944864126247,-0.630915443545782,-8.48517196231157,-0.262111850169301,-13.8469637818296,-0.617538660700953,-11.5565860662214,-0.595434426346515,-0.727789934354486,-0.877,-0.85,-12.1980325596393,-0.337815819179569,17.1032837297008,0.402391178280339,-3.76902414457271,-0.201703398036214,-3.22307509985576,-0.235922270735148,-0.502228519226085,-0.640916071428571,-0.640913450705827
"plymouth",-20.0574514307671,-0.734265966636366,-28.173855892626,-0.283468862862861,-19.3279382445594,-0.60002079775669,-13.2296426916851,-0.642996267108026,-0.680861736371271,,,-6.34894798712598,-0.326746619521157,7.87672721868277,0.179102860305285,0.255812546219487,0.055780135558177,1.10159031863711,0.11685185960875,-0.50364929523131,,
"glasgow",-21.1573183707773,-0.573467261770305,-20.658228650155,-0.279396684320027,-14.0465192886853,-0.636176212937382,-6.42130957675945,-0.574824806964197,-0.777722598615541,-0.8699,-0.785714285714286,-10.3406742700744,-0.303263239979142,2.78690612727629,0.10811461880026,-3.28219685485873,-0.244241600106773,-0.86306080194905,-0.112248753163206,-0.48895684062783,-0.638161904761905,-0.653343428014481
"edinburgh",-34.7672166000721,-0.774940251406869,-47.019773351256,-0.449428428084682,-20.1635346401478,-0.82307752965566,-11.3038675627374,-0.777734134022016,-0.74079471427107,-0.9113,-0.804347826086957,-8.61692003730321,-0.297751659779037,-3.49008866272159,-0.0233596198566497,-3.89468373756716,-0.246255971943651,-1.41928020789286,-0.169344461929678,-0.601435229682572,-0.765966666666667,-0.639890288051885
"manchester",-21.7489659134178,-0.575327187932746,-13.9443998602154,-0.232781950107276,-13.1929405480606,-0.483242293540665,-8.59365915578577,-0.591401963604624,-0.707207808138858,-0.8536,-0.871794871794872,-7.49130955914026,-0.295911407806254,5.55379869397748,0.133192214235003,-2.55418895415251,-0.101142171253503,-1.70274983422793,-0.120806788498676,-0.529305171245782,-0.6284125,-0.695677928572665
"leeds",-18.8864840766502,-0.569399747672267,-51.3372658469169,-0.491142088045213,-10.3461500619942,-0.584612589352791,-10.8550319813237,-0.661198437183784,,-0.8289,,-7.84894267072713,-0.293173778566405,-1.99951311898797,0.0205001717324387,0.150406128391633,0.0251218290195722,-1.16658411923297,-0.0716382898593497,,-0.595431547619048,
"liverpool",-18.8657075707081,-0.677559173701471,-23.9146988124763,-0.416349507324936,-17.5535984388588,-0.510753469361163,-12.0091809950144,-0.651986384513702,,-0.8693,-0.78125,-6.46076146630052,-0.28746507473024,3.14467637614212,0.0826705599555211,-3.25159412510653,-0.104870553903014,-1.47255578018376,-0.111472867116198,,-0.628098214285714,-0.56140135878913
"telford",-12.8699104734721,-0.714706208537246,,,,,,,-0.687302490790645,,,-4.29526013023057,-0.284485637230961,,,,,,,-0.511174436883804,,
"warrington",-18.2488264112689,-0.570214205243556,,,-15.5736686071298,-0.592580349288857,-8.15709415607079,-0.623983108491401,-0.744647086735407,,,-7.2052298310435,-0.28338050807635,,,-0.303462591670187,-0.0108580834915054,-1.20685543585309,-0.0885029389082947,-0.558835963755902,,
"nottingham",-18.7857705845686,-0.503105280536125,-34.4257658352078,-0.391642147979046,-16.1098050396545,-0.593291905083052,-9.9890776363129,-0.596848815696998,-0.814372171929997,-0.8579,-0.794117647058823,-7.40139903801427,-0.272826686096431,3.10780140838101,0.0813507181436057,-2.24855425477831,-0.0854852863853974,-0.974340940696747,-0.0625500504779757,-0.644253148562396,-0.6762875,-0.587995539030247
"barnsley",-15.4851202680225,-0.577056080581871,-42.4268527958813,-0.464454088190507,,,,,,,,-5.00443009992436,-0.271429612086998,-8.60980523878401,-0.117322323797997,,,,,,,
