"region_id","min_absolute_no2","min_relative_no2","min_absolute_o3","min_relative_o3","min_absolute_pm10","min_relative_pm10","min_absolute_pm25","min_relative_pm25","min_relative_traffic_mapbox","min_relative_traffic_apple","min_relative_traffic_tomtom","avg_absolute_no2","avg_relative_no2","avg_absolute_o3","avg_relative_o3","avg_absolute_pm10","avg_relative_pm10","avg_absolute_pm25","avg_relative_pm25","avg_relative_traffic_mapbox","avg_relative_traffic_apple","avg_relative_traffic_tomtom"
"barnsley",-14.7158152532863,-0.516500001484234,-37.9781294737458,-0.415753145319842,,,,,,,,-4.8172849145364,-0.254855017646516,-4.72018624201274,-0.0408950088245787,,,,,,,
"preston",-15.289313213793,-0.495477503475966,-39.8215569937286,-0.9899659991158,-9.68910343847565,-0.663513733376647,-14.7594130198032,-0.578771457037209,,,-0.84375,-5.6620663451782,-0.252881946704978,3.4519840661825,0.0766841307319548,0.699391520174881,0.0233185741306283,-2.67823719012581,-0.146778639991113,,,-0.683123140635565
"birmingham",-15.939394051344,-0.573117201547539,-21.4764514822806,-0.254293551490454,-11.4874697237287,-0.332733278029197,-11.7948290209278,-0.408879883949707,-0.747805623005947,-0.8349,-0.885714285714286,-6.14682711296189,-0.249232956338316,5.82062724202679,0.113493579468589,1.53955492399308,0.0731559361668303,0.325418411143563,0.0590440268268878,-0.623080002444789,-0.646960544217687,-0.73189874502904
"chatham",-17.6490514229476,-0.680165872867287,,,-15.1238423766834,-0.482765982743997,-13.8216039340517,-0.526012094564033,-0.736726944648686,,,-5.50571602938947,-0.238203168564575,,,1.15902027773055,0.017792125339006,3.5040046901836,0.211170558180632,-0.554974136680378,,
"luton",-30.7474474124298,-0.566041135257375,,,,,,,-0.8229394172077,,,-11.4506519961991,-0.225591579740909,,,,,,,-0.710024031542769,,
"blackpool",-11.2553656260876,-0.685810257737818,-28.8958657880505,-0.353011038790583,-11.4778617486784,-0.818489235055298,-23.5451302983288,-0.79145913018616,-0.71921192194077,,,-2.89473287214783,-0.218636114807291,2.70822167129571,0.0602674269276431,0.381635513006263,0.0160262826016007,-6.04113926666979,-0.271608118348778,-0.563929203427915,,
"worthing",-19.0312569525793,-0.531111246877431,,,,,-10.3952493195585,-0.460426699004909,,,,-5.92041585028252,-0.191784070821256,,,,,2.37110393327795,0.192216764464088,,,
"wigan",-16.1096346361891,-0.582298915297625,-23.2387161084978,-0.370404932139559,-6.96555691632401,-0.483229612301237,-8.19290844394768,-0.435737597865871,,,,-3.18778608819981,-0.186072081682222,2.16329519415876,0.0895306493625402,3.74350730336023,0.226913166625662,0.691183088931879,0.0794181133727629,,,
"hull",-17.2872380660334,-0.723237012362655,-40.3858514558592,-0.38633894699233,-12.9041892214075,-0.413149061820403,-15.366971388009,-0.60299888938588,-0.741892822826368,,-0.833333333333333,-3.46015799408389,-0.182818363810756,1.59389207088855,0.0696868830352967,0.771872551636453,0.0326389603120974,1.28350448031782,0.110413029920353,-0.555511672698386,,-0.634386691014813
"portsmouth",-15.1990874904371,-0.563734392780674,,,-13.2049080117635,-0.471434120690594,,,-0.712818275213935,-0.801,-0.806451612903226,-4.06370452969902,-0.182787493881899,,,4.31149758458728,0.206149979432395,,,-0.56596778945301,-0.573254421768707,-0.62381274172298
"coventry",-17.0107421149696,-0.502925469559576,-23.2661597181941,-0.277281678145121,-11.6368592922298,-0.428264802622615,-7.20440320627806,-0.29385845938886,,,-0.870967741935484,-4.92004068703041,-0.181161727220035,5.59724911625553,0.118997747161809,0.943024038915315,0.0429791140738444,1.40846802979328,0.12887535999384,,,-0.763368466658789
"glasgow",-16.4959877795795,-0.4471223042717,-24.144111231434,-0.326542257719951,-13.9716743341053,-0.631523394592072,-6.4792416471809,-0.584912487403142,-0.770034701734116,-0.8699,-0.785714285714286,-6.38412119695184,-0.179541691590994,-0.916623335028093,0.0313094567617404,-3.56168639488588,-0.268699499666895,-0.928956787560399,-0.122605206207287,-0.505778175905878,-0.666031972789116,-0.686597222222222
"belfast",-20.1457213284013,-0.443314704183106,-27.9290519232641,-0.862744503658465,-15.0218778438679,-0.701227677609396,-9.93944228816905,-0.512113705825177,-0.719240130616902,-0.877,-0.85,-6.38768449544653,-0.173037430364348,-2.824951849777,-0.0444799264418301,-5.34649645948761,-0.289259032814902,-1.77286341382101,-0.118294205525953,-0.514744381305013,-0.664080952380952,-0.662417491457523
"exeter",-19.173499074328,-0.449164971092742,-19.4466367857558,-0.349432163896098,,,,,,,,-6.00117269169154,-0.15905933364158,3.16073427880934,0.10211187120221,,,,,,,
"others",-6.96689063258666,-0.370648299795658,-16.0871809449834,-0.198371923586734,-5.39644308378541,-0.299285838028455,-4.47517758189481,-0.388925683262111,,,,-2.6405180314359,-0.156816428334027,2.53870760520518,0.044329844215272,1.74824288337572,0.0862586463119083,1.98200161127123,0.174733999953003,,,
"brighton",-16.5324207546488,-0.67953791314536,-31.5426682655481,-0.435230556167378,,,Inf,Inf,-0.709525424709257,,,-2.46557235172605,-0.15300735647002,1.46253943887955,0.039830393059794,,,,,-0.557316650262309,,
"leeds",-14.7153122047795,-0.416698825185155,-48.5035448870679,-0.461664459280769,-11.0236369228333,-0.653938703338345,-8.88283127784836,-0.541068342201637,,-0.8289,,-4.2157417450792,-0.148420128206673,0.832966609544617,0.073643646783462,-0.610060659740149,-0.0236507005334489,0.762028099378701,0.115492442903441,,-0.624134013605442,
"liverpool",-15.4794802889298,-0.542986134876844,-19.4101930840685,-0.337927079533936,-13.3843124535132,-0.348692366490802,-10.217230855042,-0.485164055447865,,-0.8693,-0.78125,-3.53668323160269,-0.145242135320893,8.59512431810712,0.186003940653634,0.981417832737549,0.101755565921649,0.319880859473696,0.0579002732170055,,-0.66017074829932,-0.595650910364146
"derby",-20.2996853796351,-0.475520973350547,,,,,,,-0.727327342302071,,,-4.90630434645662,-0.144950935639391,,,,,,,-0.558466494715461,,
"bristol",-17.5669698299802,-0.534155434634984,-30.8489350963653,-0.353423223382679,-9.57170243258612,-0.382449696786348,-5.78828228948648,-0.311624355757183,-0.729197670083176,-0.8842,-0.86046511627907,-3.88551067315245,-0.141261447024232,-2.36409780316434,0.00484082137986477,3.96612980175245,0.178446439537217,4.9899111363836,0.389606979279596,-0.548263799101445,-0.728044897959184,-0.688258615321039
"northampton",-8.69377002823165,-0.512935706207706,-19.7767202188556,-0.190343321639199,,,-2.51876782821755,-0.190369578164287,,,,-2.06523074676127,-0.140573472133205,10.6174485876193,0.187155851769703,,,3.55988566457428,0.29197201976211,,,
"bradford",-31.9152427644433,-0.550814699374779,,,,,,,,-0.812,,-9.5109394864174,-0.139517956589584,,,,,,,,-0.521591156462585,
"cardiff",-14.8150329425175,-0.382678969203977,-49.4310974067147,-0.514818467094669,-7.47026248164388,-0.321445969547128,-5.80935709985938,-0.370004674679779,-0.706888153063162,-0.8932,-0.818181818181818,-3.11364868159411,-0.126698820586175,-3.81760931424233,-0.0230764354520224,5.53576763245116,0.259127061275325,4.29620575673123,0.3782881001755,-0.584653485735818,-0.760265306122449,-0.695776063933033
"newport",-13.4428102375753,-0.714588353656587,,,-3.29565274530449,-0.14523874862394,-2.58327116676272,-0.189787519836201,-0.76526311265678,,,-2.16611321775216,-0.121037731956902,,,8.2720851995719,0.434837546622937,6.22329839069305,0.555677898988689,-0.554805511022147,,
"york",-11.5349945149043,-0.438897314454152,,,-9.83498648096477,-0.370268125199473,-4.00629711487283,-0.294500240129606,-0.735511280543727,,,-2.69855100762598,-0.109109065179697,,,2.84499119394873,0.170477430393118,3.25833382704534,0.333327105498849,-0.58665347806194,,
"sunderland",-12.9285486739437,-0.483032606312666,-18.781242714839,-0.255788759762604,-9.75498365491216,-0.763780923452401,-13.6391575620871,-0.722026882389198,,,,-2.39958284364629,-0.108945710028449,6.11934089427165,0.119342781910691,2.89195547430632,0.276521130826359,-1.82672279670712,-0.12591248402706,,,
"dundee",-5.20549389530187,-0.508539795066871,,,,,,,-0.78057161776657,,,-0.834505101057393,-0.0835644782714211,,,,,,,-0.657363415248478,,
"leicester",-14.4013981900413,-0.439535280000493,-28.8989503064016,-0.351979712396294,-9.6946982338243,-0.38249928511023,-4.63621743937046,-0.324811284243522,-0.771200594230246,,-0.842105263157895,-2.79460514063976,-0.0622495837606615,4.53518985958051,0.108207267603161,0.184917584001016,0.0110419910918804,2.06348784255685,0.185027738729152,-0.651302872972249,,-0.684618115457146
"reading",-17.3528287165763,-0.379290453499024,-33.4175526451629,-0.376694939575006,-9.145332665342,-0.411449126114814,-6.0076818628529,-0.506037334733704,-0.79870355755287,-0.8643,-0.878787878787879,-3.28260260955739,-0.0557407018082887,3.14674911428502,0.100607822321657,4.48877062542161,0.228140355822418,2.66442517609293,0.249432446871884,-0.608779996652765,-0.694757142857143,-0.720873327873328
"london",-15.9099880141019,-0.291534110935819,-22.8760594369806,-0.362398853173582,-23.7433050637868,-0.49165081812629,-17.3834892023251,-0.524040276677701,-0.81394658410911,-0.8879,-0.848484848484849,-2.08121091012864,-0.0498440508193425,6.9254284657886,0.174993727815467,-0.336456586064384,0.0105229182664006,1.24293994603378,0.124043205742748,-0.745567749750151,-0.749047619047619,-0.71451643600385
"swansea",-8.67762786583917,-0.440317475257685,-20.7385441411028,-0.259442202516117,-5.85488283181213,-0.297250337581647,-6.69996964564915,-0.476682296481668,-0.722452520967897,,-0.82051282051282,-0.857953246679513,-0.04801230888882,3.59325938101129,0.0710861090650542,5.69602604296287,0.279746497846056,1.66712565261541,0.0841538353594758,-0.539980818279825,,-0.653602653882066
"southend",-15.18834219731,-0.456563850389663,-30.9027483436541,-0.427965176136356,-3.93142893098106,-0.364716070501178,-6.70874459678854,-0.344756766497855,-0.714978482774425,,,-1.3754124921272,-0.0404605209228085,-3.35565731214318,-0.029972748790816,7.82079850600874,0.639710044277478,3.79615357895737,0.290797574122084,-0.554484204082693,,
"birkenhead",-12.9349886162325,-0.414310317594896,-35.4647423236865,-0.4735435819507,-10.215306903108,-0.684089676459019,-12.9318701005276,-0.463486412080361,,,,-0.573292920406548,-0.0156464351061638,-0.584693287278792,0.00926793945360729,4.39841438736391,0.304623491389621,0.299131577871103,0.110770006489765,,,
"plymouth",-13.7061149772838,-0.50175535996497,-31.3470106026473,-0.315395290000336,-13.0301809111729,-0.404511823574184,-7.6542415707882,-0.371668108908554,-0.673517882074965,,,-0.0404631626709666,0.0150714069698573,5.30412534669835,0.134751733473327,7.33695076993043,0.374330974983161,7.51843921952887,0.558865762247309,-0.533580431957984,,
"middlesbrough",-12.5771123803269,-0.387528585246038,-18.6342581973441,-0.319487900956389,-8.77319602572264,-0.383104668575823,-6.70797097506573,-0.47989023390919,-0.746574063132536,,-0.8,-0.496655685226499,0.018577589628021,4.82932630735145,0.11005702241381,1.81648504125715,0.107098122904315,0.842746905964934,0.0975715092586534,-0.489367297466802,,-0.578763051763052
"norwich",-7.98454556436919,-0.42880503557994,-19.5017120630882,-0.276282823391073,-6.96304302586226,-0.455586649998968,-3.76552853915467,-0.372183938412398,,,,-0.114951276602501,0.0254689367232588,1.56883008975883,0.0443067485783478,3.52789620206359,0.249723207656451,4.03981410584541,0.432366683935741,,,
"southampton",-10.7983264884256,-0.349713877386084,-18.1160506021648,-0.364776052103878,-14.3114510936769,-0.509781397486703,-10.2346034646844,-0.552439483940041,-0.749479386171505,,-0.868421052631579,3.65213992764651,0.104875439317616,3.56175866590059,0.081452501577559,5.04327873800058,0.221662984171682,3.39281418104054,0.218724155115689,-0.616627239850663,,-0.729296462150762
"bournemouth",-12.1722735457317,-0.409273532912009,-30.7701428981455,-0.349556607851722,,,-12.4253787347142,-0.560799997512529,-0.680005478509962,,-0.822222222222222,1.8919043409241,0.168638676753014,-4.51466877982256,-0.0363099867167143,,,4.41156529504645,0.300099694568257,-0.508132692435822,,-0.644366839122937
"swindon",-9.14763904208152,-0.439315540062433,,,,,,,-0.746812371820243,,,1.31216032287676,0.183669715819059,,,,,,,-0.583804869049408,,
"edinburgh",-24.0821315458661,-0.536776161555828,-43.8803255921057,-0.419420689406137,-18.1505202455703,-0.740906077843281,-11.0102776552924,-0.754143592857988,-0.732072133673754,-0.9113,-0.804347826086957,2.11692067649611,0.207178384684794,-0.8145988602777,0.0215877043357278,-2.14608410486424,-0.106364845130981,-1.1958164151531,-0.133378774187343,-0.624918454425515,-0.800707482993197,-0.674550453497161
"milton keynes",,,,,,,,,-0.730199870973005,,,,,,,,,,,-0.613977785162204,,
"peterborough",,,,,,,,,-0.792739450314416,,,,,,,,,,,-0.642963590160866,,
"slough",,,,,,,,,-0.843791414487562,,,,,,,,,,,-0.75302197465107,,
"stoke",,,,,,,,,-0.802252268754823,,,,,,,,,,,-0.6644370096281,,
