"region_id","min_absolute_no2","min_relative_no2","min_absolute_o3","min_relative_o3","min_absolute_pm10","min_relative_pm10","min_absolute_pm25","min_relative_pm25","min_relative_traffic_mapbox","min_relative_traffic_apple","min_relative_traffic_tomtom","avg_absolute_no2","avg_relative_no2","avg_absolute_o3","avg_relative_o3","avg_absolute_pm10","avg_relative_pm10","avg_absolute_pm25","avg_relative_pm25","avg_relative_traffic_mapbox","avg_relative_traffic_apple","avg_relative_traffic_tomtom"
"sheffield",-12.873887672558,-0.267553760250378,1.02231448974111,0.0291811947712599,-5.08573937890241,-0.166573121759439,-6.25542939724782,-0.273174881467146,,-0.456,-0.657894736842105,-10.0750540649826,-0.344940016447082,7.47357924042359,0.163569478274677,-5.24153063317609,-0.19380515313449,-3.82885962261667,-0.209903376196741,,-0.640089795918367,-0.669068463855616
"cardiff",-7.3925420795726,-0.240416094896581,19.1912725359528,0.508341711469935,-1.93922285695066,-0.0732548911794295,-2.27665592880095,-0.165005087921973,-0.47966618945343,-0.5702,-0.694444444444444,-7.38311120616005,-0.342985845309852,15.7976144426798,0.345065613183983,-1.32098752120911,-0.0639653080937246,-0.174886330154171,-0.0281089470315928,-0.584653485735818,-0.760265306122449,-0.695776063933033
"norwich",-5.76049675292497,-0.288590341199761,10.0838492525119,0.216728765690211,-0.776703492227298,-0.0413377550862443,-2.77238643114236,-0.214681192670031,,,,-4.88498402463101,-0.330447025782576,13.4939679171623,0.262288705449082,2.03858890378582,0.158475835023588,1.60489842834181,0.178817377065292,,,
"middlesbrough",-3.39382308200081,-0.223226278147805,-2.08992872649239,-0.0382002029701513,-2.49384769383411,-0.0977150275735726,-2.37900067130421,-0.184719353001113,-0.378563111318118,,-0.642857142857143,-5.05055352527768,-0.322951653709268,4.29907679324259,0.0991617465024264,-0.440475694136734,-0.0192630119657341,-1.59845959311683,-0.18024995645901,-0.489367297466802,,-0.578763051763052
"northampton",-1.53347447689822,-0.0898630692853431,-11.3904722286364,-0.167359184070161,,,4.61352988680631,0.344641257015113,,,,-3.99147272466084,-0.319735836675111,3.70229791730265,0.0794417259719029,,,1.65202584669372,0.128864722337616,,,
"edinburgh",-23.6422495246793,-0.551271256494912,-6.36541449974064,-0.0911684583599307,-2.8160721415932,-0.130402454290808,4.02451543910056,0.468749001377901,-0.545027038399645,-0.5817,-0.659574468085106,-8.88858100873332,-0.317965616779339,7.08312142190235,0.140907267137877,-4.16314845112921,-0.269098459784304,-1.65661266291377,-0.197306730209294,-0.624918454425515,-0.800707482993197,-0.674550453497161
"dundee",0.944203644637366,0.0795484188164257,,,,,,,-0.494523612843675,,,-2.52693920201169,-0.317008637947959,,,,,,,-0.657363415248478,,
"blackburn",4.10587433915554,0.166652048813964,,,,,,,-0.379966912935809,,,-4.63070798024391,-0.308094947720787,,,,,,,-0.545059062887786,,
"brighton",-4.12429859130303,-0.292644479218519,1.08961312878902,0.0175557236191559,,,Inf,Inf,-0.448585704807455,,,-3.8705880017862,-0.273744819124397,9.78438830531589,0.194771741682758,,,,,-0.557316650262309,,
"leicester",-15.6879037326422,-0.436981194752154,-2.4729530613137,-0.0438802546093771,-13.2698384194979,-0.401728474256577,-5.62024208542047,-0.341663141474432,-0.501427905753607,,-0.697674418604651,-7.2896451532069,-0.262482180333027,1.05531770321917,0.0494222968845587,-5.93665022601166,-0.249810530280529,-1.13878781483569,-0.113764120292017,-0.651302872972249,,-0.684618115457146
"hull",-4.20517823844049,-0.137345129038853,6.37838239399023,0.144975059033143,-3.1132274057826,-0.107714199224575,-0.232144203103619,-0.0163365128309477,-0.384065236980175,,-0.617021276595745,-3.81149337511118,-0.2069174185531,4.09509256568444,0.123988015022703,-0.370087581261724,-0.00565884873555234,1.23112552602919,0.104254291561245,-0.555511672698386,,-0.634386691014813
